식품명,식품대분류명,영양성분함량기준량,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg),식품기원명
커피_카라멜 라떼 핫(HOT) (Venti),음료 및 차류,100ml,51,,1.25,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 시트러스,음료 및 차류,100ml,118,,1.51,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 피에노,음료 및 차류,100ml,193,,1.77,,33,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 헤이 오트 아이스(ICED) (L),음료 및 차류,100g,47,,0.64,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 헤이 오트 아이스(ICED) (R),음료 및 차류,100g,42,,0.56,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 헤이 오트 핫(HOT) (L),음료 및 차류,100g,80,,1.14,,33,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카페 헤이 오트 핫(HOT) (R),음료 및 차류,100g,81,,1.11,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커반 믹스커피 아이스(ICED) (Grande),음료 및 차류,100ml,34,,1.88,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커반 믹스커피 아이스(ICED) (Mini Venti),음료 및 차류,100ml,32,,1.75,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커반 믹스커피 아이스(ICED) (Tall),음료 및 차류,100ml,32,,1.67,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커반 믹스커피 아이스(ICED) (Venti),음료 및 차류,100ml,32,,1.81,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 아이스(ICED) (Grande),음료 및 차류,100ml,76,,1.25,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 아이스(ICED) (Mini Venti),음료 및 차류,100ml,74,,1.23,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 아이스(ICED) (Tall),음료 및 차류,100ml,75,,1.39,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 아이스(ICED) (Venti),음료 및 차류,100ml,66,,1.11,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 핫(HOT) (Grande),음료 및 차류,100ml,89,,1.88,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 핫(HOT) (Mini Venti),음료 및 차류,100ml,88,,1.75,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 핫(HOT) (Tall),음료 및 차류,100ml,88,,1.95,,31,외식(프랜차이즈 등 업체 제공 영양정보)
커피_커피에 바나나 핫(HOT) (Venti),음료 및 차류,100ml,77,,1.39,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_코코넛 라떼 아이스(ICED),음료 및 차류,100ml,43,,1.33,,25,외식(프랜차이즈 등 업체 제공 영양정보)
커피_코코넛 라떼 아이스(ICED) (L),음료 및 차류,100ml,60,5.20,1.20,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_코코넛 라떼 아이스(ICED) (ML),음료 및 차류,100ml,55,4.93,1.13,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_코코넛 라떼 핫(HOT),음료 및 차류,100ml,65,5.77,1.69,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_코코넛 라떼 핫(HOT),음료 및 차류,100ml,53,,1.83,,33,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콘슈페너 아이스(ICED),음료 및 차류,100ml,98,,1.47,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드 브루 라떼 아이스(ICED),음료 및 차류,100ml,22,,1.18,,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루,음료 및 차류,100ml,1,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 니트로,음료 및 차류,100ml,3,,0.24,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 딜라이트 아이스(ICED),음료 및 차류,100ml,56,,1.98,,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼,음료 및 차류,100ml,21,,0.89,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼,음료 및 차류,100ml,22,,1.11,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼,음료 및 차류,100ml,32,,1.45,,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 (EX),음료 및 차류,100ml,32,,1.47,,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 (L),음료 및 차류,100g,24,,1.20,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 (R),음료 및 차류,100g,23,,1.14,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 (V),음료 및 차류,100g,25,,1.17,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,27,,1.18,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,32,2.48,1.27,1.69,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,32,,1.70,,25,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,46,,1.97,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,24,,1.12,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED),음료 및 차류,100ml,24,,1.13,,9,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (Grande),음료 및 차류,100ml,44,,1.25,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (L),음료 및 차류,100ml,22,1.70,1.00,,14,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (L),음료 및 차류,100ml,27,,1.54,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (ML),음료 및 차류,100ml,24,1.69,0.99,,14,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (Mini Venti),음료 및 차류,100ml,41,,1.23,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (R),음료 및 차류,100ml,27,,1.54,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (Tall),음료 및 차류,100ml,45,,1.39,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 아이스(ICED) (Venti),음료 및 차류,100ml,36,,1.11,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 핫(HOT),음료 및 차류,100ml,44,,2.11,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 핫(HOT) (Grande),음료 및 차류,100ml,52,,1.25,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 핫(HOT) (Tall),음료 및 차류,100ml,58,,1.39,,31,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 라떼 핫(HOT) (Venti),음료 및 차류,100ml,40,,0.97,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 바닐라 라떼,음료 및 차류,100ml,40,,0.89,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 버터스카치 슈페너 아이스(ICED),음료 및 차류,100ml,74,,1.35,,59,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,1,0.09,0.14,0.03,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,1,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,3,,1.97,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,2,,0.17,,,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,2,,0.14,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED),음료 및 차류,100ml,3,,0.28,,1,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED) (L),음료 및 차류,100ml,3,,0.21,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED) (R),음료 및 차류,100ml,3,,0.22,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스(ICED) (더벤티),음료 및 차류,100ml,2,,0.21,,,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아이스크림 라떼,음료 및 차류,100ml,37,,0.47,,10,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아인슈페너 아이스(ICED),음료 및 차류,100ml,27,0.99,0.14,,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 아인슈페너 아이스(ICED),음료 및 차류,100ml,80,,1.41,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 연유 라떼 아이스(ICED),음료 및 차류,100ml,53,,1.83,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 연유 라떼 핫(HOT),음료 및 차류,100ml,78,,2.75,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 핫(HOT),음료 및 차류,100ml,3,,0.21,,1,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 핫(HOT),음료 및 차류,100ml,2,0.22,0.17,0.03,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 화이트 비엔나,음료 및 차류,100ml,64,,1.45,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 흑당 라떼 아이스(ICED),음료 및 차류,100ml,44,,1.13,,11,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루 흑당 라떼 핫(HOT),음료 및 차류,100ml,71,,1.90,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루라떼 아이스(ICED),음료 및 차류,100ml,27,,1.33,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루라떼 아이스(ICED),음료 및 차류,100ml,28,3.33,1.18,1.15,6,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루라떼 아이스(ICED) (더벤티),음료 및 차류,100ml,29,,1.46,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_콜드브루라떼 핫(HOT),음료 및 차류,100ml,28,2.25,1.52,1.40,9,외식(프랜차이즈 등 업체 제공 영양정보)
커피_큐브 라떼 아이스(ICED),음료 및 차류,100ml,52,6.19,1.90,2.13,12,외식(프랜차이즈 등 업체 제공 영양정보)
커피_큐브 아이스(ICED),음료 및 차류,100ml,42,,1.69,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_크리미 라떼 아이스(ICED),음료 및 차류,100ml,77,5.15,0.93,5.81,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_클래식 밀크커피 아이스(ICED),음료 및 차류,100ml,37,7.41,0.38,0.67,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_클래식 밀크커피 핫(HOT),음료 및 차류,100ml,48,9.63,0.49,0.88,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_토피넛 라떼 아이스(ICED),음료 및 차류,100ml,58,,1.33,,38,외식(프랜차이즈 등 업체 제공 영양정보)
커피_토피넛 라떼 핫(HOT),음료 및 차류,100ml,66,,1.67,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_토피넛 샷 라떼 아이스(ICED),음료 및 차류,100ml,60,,1.52,,37,외식(프랜차이즈 등 업체 제공 영양정보)
커피_토피넛 샷 라떼 핫(HOT),음료 및 차류,100ml,85,,2.41,,54,외식(프랜차이즈 등 업체 제공 영양정보)
커피_팔공믹스 냉커피 아이스(ICED),음료 및 차류,100g,65,,0.21,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_팔공믹스 냉커피 아이스(ICED) 빅사이즈,음료 및 차류,100g,73,,0.21,,16,외식(프랜차이즈 등 업체 제공 영양정보)
커피_팔공믹스 핫커피 핫(HOT),음료 및 차류,100g,83,,0.24,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_팔공믹스 핫커피 핫(HOT) 빅사이즈,음료 및 차류,100g,77,,0.22,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_펌킨스파이스 라떼 아이스(ICED),음료 및 차류,100ml,43,6.39,1.12,1.42,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_펌킨스파이스 라떼 핫(HOT),음료 및 차류,100ml,70,9.31,2.06,2.65,41,외식(프랜차이즈 등 업체 제공 영양정보)
커피_프렌치바닐라 라떼 아이스(ICED),음료 및 차류,100g,62,,1.12,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_프렌치바닐라 라떼 아이스(ICED) 빅사이즈,음료 및 차류,100g,65,,1.06,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_프렌치바닐라 라떼 핫(HOT),음료 및 차류,100g,103,,2.18,,49,외식(프랜차이즈 등 업체 제공 영양정보)
커피_프렌치바닐라 라떼 핫(HOT) 빅사이즈,음료 및 차류,100g,99,,2.13,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_플랫화이트 아이스(ICED),음료 및 차류,100ml,36,,1.45,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_플랫화이트 핫(HOT),음료 및 차류,100ml,51,,2.25,,38,외식(프랜차이즈 등 업체 제공 영양정보)
커피_피넛 라떼 아이스(ICED),음료 및 차류,100ml,113,,3.33,,51,외식(프랜차이즈 등 업체 제공 영양정보)
커피_할메가 미숫커피 아이스(ICED),음료 및 차류,100ml,70,12.13,1.08,1.90,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_할메가커피 아이스(ICED),음료 및 차류,100ml,48,8.26,0.32,1.49,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_허니큐브 아이스(ICED) (L),음료 및 차류,100ml,63,,2.33,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_허니큐브 아이스(ICED) (R),음료 및 차류,100ml,60,,1.97,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED),음료 및 차류,100ml,48,,1.28,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED),음료 및 차류,100ml,40,6.04,1.24,1.24,10,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED),음료 및 차류,100ml,60,,1.62,,56,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED),음료 및 차류,100ml,31,,1.36,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED) (L),음료 및 차류,100ml,33,1.60,0.90,,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 아이스(ICED) (ML),음료 및 차류,100ml,34,1.55,0.85,,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 핫(HOT),음료 및 차류,100ml,41,5.57,1.54,1.37,11,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 핫(HOT),음료 및 차류,100ml,67,,2.11,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 핫(HOT),음료 및 차류,100ml,85,,2.54,,78,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 핫(HOT),음료 및 차류,100ml,50,,2.17,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 라떼 핫(HOT) (ML),음료 및 차류,100ml,44,2.39,1.41,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 커피 아이스(ICED),음료 및 차류,100ml,36,,0.41,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛 커피 핫(HOT),음료 및 차류,100ml,45,,0.51,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛딥라떼 아이스(ICED),음료 및 차류,100ml,50,,1.33,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛딥라떼 아이스(ICED) (더벤티),음료 및 차류,100ml,59,,1.56,,31,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛딥라떼 핫(HOT),음료 및 차류,100ml,60,,1.83,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛크림콜드브루 아이스(ICED),음료 및 차류,100ml,42,,0.33,,2,외식(프랜차이즈 등 업체 제공 영양정보)
커피_헤이즐넛크림콜드브루 아이스(ICED) (더벤티),음료 및 차류,100ml,49,,0.31,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트 초콜릿 모카 아이스(ICED) (EX),음료 및 차류,100ml,76,,1.32,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트 초콜릿 모카 아이스(ICED) (L),음료 및 차류,100ml,68,,1.32,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트 초콜릿 모카 핫(HOT) (EX),음료 및 차류,100ml,90,,2.15,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트 초콜릿 모카 핫(HOT) (L),음료 및 차류,100ml,79,,1.69,,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트모카 아이스(ICED),음료 및 차류,100g,57,,1.06,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_화이트모카 핫(HOT),음료 및 차류,100g,102,,2.19,,54,외식(프랜차이즈 등 업체 제공 영양정보)
